timestamp,user_tag,dir_tag,command,run1_sec,run2_sec,run3_sec,run4_sec,run5_sec,avg_sec,exit_status
2026-04-26 23:31:53,"rc0","qemu-req","./perlbench_r_base.static-x86-m64 -I. -I./lib test.pl",484.734262507,484.284108127,484.328536171,484.225280227,484.441821582,484.402801,0
2026-04-26 23:57:54,"rc0","502.gcc_r","./cpugcc_r_base.static-x86-m64 train01.c -O3 -finline-limit=50000 -o train01.opts-O3_-finline-limit_50000.s",44.573958945,44.522265070,44.415528517,44.413808452,44.424407987,44.469993,0
2026-04-27 00:28:53,"rc0","519.lbm_r","./lbm_r_base.static-x86-m64 20 reference.dat 0 1 100_100_130_cf_a.of",331.547774910,332.341605349,332.043602255,331.442659426,332.346690333,331.944466,0
2026-04-27 00:45:06,"rc0","520.omnetpp_r","./omnetpp_r_base.static-x86-m64 -c General -r 0",75.863294066,75.826750153,75.627133298,75.564907307,75.966520150,75.769720,0
2026-04-27 09:34:16,"opt","500.perlbench_r","./perlbench_r_base.static-x86-m64 -I. -I./lib test.pl",481.478165513,481.879069446,482.116985577,482.367771459,482.334838765,482.035366,0
2026-04-29 11:02:56,"opt","502.gcc_r","./cpugcc_r_base.static-x86-m64 train01.c -O3 -finline-limit=50000 -o train01.opts-O3_-finline-limit_50000.s",43.906576418,43.905471123,43.877232125,43.911685404,43.875055755,43.895204,0
2026-04-29 11:43:43,"opt","519.lbm_r","./lbm_r_base.static-x86-m64 20 reference.dat 0 1 100_100_130_cf_a.of",336.942827615,337.133098770,336.742285825,336.985512061,336.600390630,336.880822,0
